application_date,segment,branch_id,state,zone,case_count
2018-10-09,1,1,WEST BENGAL,EAST,231
2018-10-10,1,1,WEST BENGAL,EAST,262
2018-10-11,1,1,WEST BENGAL,EAST,260
2018-10-12,1,1,WEST BENGAL,EAST,289
2018-10-13,1,1,WEST BENGAL,EAST,291
2018-10-14,1,1,WEST BENGAL,EAST,468
2018-10-15,1,1,WEST BENGAL,EAST,463
2018-10-16,1,1,WEST BENGAL,EAST,346
2018-10-17,1,1,WEST BENGAL,EAST,151
2018-10-18,1,1,WEST BENGAL,EAST,68
2018-10-19,1,1,WEST BENGAL,EAST,28
2018-10-20,1,1,WEST BENGAL,EAST,145
2018-10-21,1,1,WEST BENGAL,EAST,137
2018-10-22,1,1,WEST BENGAL,EAST,237
2018-10-23,1,1,WEST BENGAL,EAST,230
2018-10-24,1,1,WEST BENGAL,EAST,241
2018-10-25,1,1,WEST BENGAL,EAST,183
2018-10-26,1,1,WEST BENGAL,EAST,178
2018-10-27,1,1,WEST BENGAL,EAST,190
2018-10-28,1,1,WEST BENGAL,EAST,167
2018-10-29,1,1,WEST BENGAL,EAST,197
2018-10-30,1,1,WEST BENGAL,EAST,156
2018-10-31,1,1,WEST BENGAL,EAST,621
2018-11-01,1,1,WEST BENGAL,EAST,2
2018-11-02,1,1,WEST BENGAL,EAST,0
2018-11-03,1,1,WEST BENGAL,EAST,227
2018-11-04,1,1,WEST BENGAL,EAST,317
2018-11-05,1,1,WEST BENGAL,EAST,383
2018-11-06,1,1,WEST BENGAL,EAST,288
2018-11-07,1,1,WEST BENGAL,EAST,170
2018-11-08,1,1,WEST BENGAL,EAST,214
2018-11-09,1,1,WEST BENGAL,EAST,96
2018-11-10,1,1,WEST BENGAL,EAST,216
2018-11-11,1,1,WEST BENGAL,EAST,143
2018-11-12,1,1,WEST BENGAL,EAST,194
2018-11-13,1,1,WEST BENGAL,EAST,185
2018-11-14,1,1,WEST BENGAL,EAST,150
2018-11-15,1,1,WEST BENGAL,EAST,121
2018-11-16,1,1,WEST BENGAL,EAST,155
2018-11-17,1,1,WEST BENGAL,EAST,135
2018-11-18,1,1,WEST BENGAL,EAST,108
2018-11-19,1,1,WEST BENGAL,EAST,174
2018-11-20,1,1,WEST BENGAL,EAST,148
2018-11-21,1,1,WEST BENGAL,EAST,155
2018-11-22,1,1,WEST BENGAL,EAST,122
2018-11-23,1,1,WEST BENGAL,EAST,136
2018-11-24,1,1,WEST BENGAL,EAST,119
2018-11-25,1,1,WEST BENGAL,EAST,112
2018-11-26,1,1,WEST BENGAL,EAST,143
2018-11-27,1,1,WEST BENGAL,EAST,140
2018-11-28,1,1,WEST BENGAL,EAST,149
2018-11-29,1,1,WEST BENGAL,EAST,113
2018-11-30,1,1,WEST BENGAL,EAST,247
2018-12-01,1,1,WEST BENGAL,EAST,48
2018-12-02,1,1,WEST BENGAL,EAST,61
2018-12-03,1,1,WEST BENGAL,EAST,155
2018-12-04,1,1,WEST BENGAL,EAST,131
2018-12-05,1,1,WEST BENGAL,EAST,161
2018-12-06,1,1,WEST BENGAL,EAST,115
2018-12-07,1,1,WEST BENGAL,EAST,130
2018-12-08,1,1,WEST BENGAL,EAST,114
2018-12-09,1,1,WEST BENGAL,EAST,127
2018-12-10,1,1,WEST BENGAL,EAST,186
2018-12-11,1,1,WEST BENGAL,EAST,151
2018-12-12,1,1,WEST BENGAL,EAST,148
2018-12-13,1,1,WEST BENGAL,EAST,124
2018-12-14,1,1,WEST BENGAL,EAST,176
2018-12-15,1,1,WEST BENGAL,EAST,100
2018-12-16,1,1,WEST BENGAL,EAST,98
2018-12-17,1,1,WEST BENGAL,EAST,148
2018-12-18,1,1,WEST BENGAL,EAST,103
2018-12-19,1,1,WEST BENGAL,EAST,113
2018-12-20,1,1,WEST BENGAL,EAST,104
2018-12-21,1,1,WEST BENGAL,EAST,134
2018-12-22,1,1,WEST BENGAL,EAST,109
2018-12-23,1,1,WEST BENGAL,EAST,84
2018-12-24,1,1,WEST BENGAL,EAST,157
2018-12-25,1,1,WEST BENGAL,EAST,122
2018-12-26,1,1,WEST BENGAL,EAST,134
2018-12-27,1,1,WEST BENGAL,EAST,111
2018-12-28,1,1,WEST BENGAL,EAST,149
2018-12-29,1,1,WEST BENGAL,EAST,123
2018-12-30,1,1,WEST BENGAL,EAST,116
2018-12-31,1,1,WEST BENGAL,EAST,257
2019-01-01,1,1,WEST BENGAL,EAST,0
2019-01-02,1,1,WEST BENGAL,EAST,153
2019-01-03,1,1,WEST BENGAL,EAST,110
2019-01-04,1,1,WEST BENGAL,EAST,129
2019-01-05,1,1,WEST BENGAL,EAST,115
2019-01-06,1,1,WEST BENGAL,EAST,89
2019-01-07,1,1,WEST BENGAL,EAST,151
2019-01-08,1,1,WEST BENGAL,EAST,146
2019-01-09,1,1,WEST BENGAL,EAST,147
2019-01-10,1,1,WEST BENGAL,EAST,115
2019-01-11,1,1,WEST BENGAL,EAST,152
2019-01-12,1,1,WEST BENGAL,EAST,137
2019-01-13,1,1,WEST BENGAL,EAST,123
2019-01-14,1,1,WEST BENGAL,EAST,155
2019-01-15,1,1,WEST BENGAL,EAST,164
2019-01-16,1,1,WEST BENGAL,EAST,173
2019-01-17,1,1,WEST BENGAL,EAST,145
2019-01-18,1,1,WEST BENGAL,EAST,169
2019-01-19,1,1,WEST BENGAL,EAST,142
2019-01-20,1,1,WEST BENGAL,EAST,130
2019-01-21,1,1,WEST BENGAL,EAST,173
2019-01-22,1,1,WEST BENGAL,EAST,141
2019-01-23,1,1,WEST BENGAL,EAST,186
2019-01-24,1,1,WEST BENGAL,EAST,121
2019-01-25,1,1,WEST BENGAL,EAST,145
2019-01-26,1,1,WEST BENGAL,EAST,81
2019-01-27,1,1,WEST BENGAL,EAST,108
2019-01-28,1,1,WEST BENGAL,EAST,174
2019-01-29,1,1,WEST BENGAL,EAST,146
2019-01-30,1,1,WEST BENGAL,EAST,145
2019-01-31,1,1,WEST BENGAL,EAST,255
2019-02-01,1,1,WEST BENGAL,EAST,1
2019-02-02,1,1,WEST BENGAL,EAST,126
2019-02-03,1,1,WEST BENGAL,EAST,134
2019-02-04,1,1,WEST BENGAL,EAST,190
2019-02-05,1,1,WEST BENGAL,EAST,173
2019-02-06,1,1,WEST BENGAL,EAST,165
2019-02-07,1,1,WEST BENGAL,EAST,164
2019-02-08,1,1,WEST BENGAL,EAST,372
2019-02-09,1,1,WEST BENGAL,EAST,0
2019-02-10,1,1,WEST BENGAL,EAST,111
2019-02-11,1,1,WEST BENGAL,EAST,206
2019-02-12,1,1,WEST BENGAL,EAST,149
2019-02-13,1,1,WEST BENGAL,EAST,152
2019-02-14,1,1,WEST BENGAL,EAST,133
2019-02-15,1,1,WEST BENGAL,EAST,177
2019-02-16,1,1,WEST BENGAL,EAST,155
2019-02-17,1,1,WEST BENGAL,EAST,123
2019-02-18,1,1,WEST BENGAL,EAST,184
2019-02-19,1,1,WEST BENGAL,EAST,172
2019-02-20,1,1,WEST BENGAL,EAST,172
2019-02-21,1,1,WEST BENGAL,EAST,150
2019-02-22,1,1,WEST BENGAL,EAST,130
2019-02-23,1,1,WEST BENGAL,EAST,81
2019-02-24,1,1,WEST BENGAL,EAST,149
2019-02-25,1,1,WEST BENGAL,EAST,150
2019-02-26,1,1,WEST BENGAL,EAST,98
2019-02-27,1,1,WEST BENGAL,EAST,104
2019-02-28,1,1,WEST BENGAL,EAST,220
2019-03-01,1,1,WEST BENGAL,EAST,143
2019-03-02,1,1,WEST BENGAL,EAST,11
2019-03-03,1,1,WEST BENGAL,EAST,128
2019-03-04,1,1,WEST BENGAL,EAST,207
2019-03-05,1,1,WEST BENGAL,EAST,147
2019-03-06,1,1,WEST BENGAL,EAST,140
2019-03-07,1,1,WEST BENGAL,EAST,124
2019-03-08,1,1,WEST BENGAL,EAST,156
2019-03-09,1,1,WEST BENGAL,EAST,139
2019-03-10,1,1,WEST BENGAL,EAST,134
2019-03-11,1,1,WEST BENGAL,EAST,183
2019-03-12,1,1,WEST BENGAL,EAST,162
2019-03-13,1,1,WEST BENGAL,EAST,178
2019-03-14,1,1,WEST BENGAL,EAST,128
2019-03-15,1,1,WEST BENGAL,EAST,165
2019-03-16,1,1,WEST BENGAL,EAST,129
2019-03-17,1,1,WEST BENGAL,EAST,161
2019-03-18,1,1,WEST BENGAL,EAST,194
2019-03-19,1,1,WEST BENGAL,EAST,173
2019-03-20,1,1,WEST BENGAL,EAST,205
2019-03-21,1,1,WEST BENGAL,EAST,9
2019-03-22,1,1,WEST BENGAL,EAST,153
2019-03-23,1,1,WEST BENGAL,EAST,192
2019-03-24,1,1,WEST BENGAL,EAST,116
2019-03-25,1,1,WEST BENGAL,EAST,202
2019-03-26,1,1,WEST BENGAL,EAST,211
2019-03-27,1,1,WEST BENGAL,EAST,188
2019-03-28,1,1,WEST BENGAL,EAST,159
2019-03-29,1,1,WEST BENGAL,EAST,165
2019-03-30,1,1,WEST BENGAL,EAST,143
2019-03-31,1,1,WEST BENGAL,EAST,294
2019-04-01,1,1,WEST BENGAL,EAST,0
2019-04-02,1,1,WEST BENGAL,EAST,136
2019-04-03,1,1,WEST BENGAL,EAST,156
2019-04-04,1,1,WEST BENGAL,EAST,149
2019-04-05,1,1,WEST BENGAL,EAST,149
2019-04-06,1,1,WEST BENGAL,EAST,169
2019-04-07,1,1,WEST BENGAL,EAST,158
2019-04-08,1,1,WEST BENGAL,EAST,230
2019-04-09,1,1,WEST BENGAL,EAST,157
2019-04-10,1,1,WEST BENGAL,EAST,161
2019-04-11,1,1,WEST BENGAL,EAST,125
2019-04-12,1,1,WEST BENGAL,EAST,162
2019-04-13,1,1,WEST BENGAL,EAST,145
2019-04-14,1,1,WEST BENGAL,EAST,137
2019-04-15,1,1,WEST BENGAL,EAST,266
2019-04-16,1,1,WEST BENGAL,EAST,149
2019-04-17,1,1,WEST BENGAL,EAST,169
2019-04-18,1,1,WEST BENGAL,EAST,146
2019-04-19,1,1,WEST BENGAL,EAST,163
2019-04-20,1,1,WEST BENGAL,EAST,118
2019-04-21,1,1,WEST BENGAL,EAST,122
2019-04-22,1,1,WEST BENGAL,EAST,163
2019-04-23,1,1,WEST BENGAL,EAST,180
2019-04-24,1,1,WEST BENGAL,EAST,148
2019-04-25,1,1,WEST BENGAL,EAST,132
2019-04-26,1,1,WEST BENGAL,EAST,141
2019-04-27,1,1,WEST BENGAL,EAST,133
2019-04-28,1,1,WEST BENGAL,EAST,82
2019-04-29,1,1,WEST BENGAL,EAST,184
2019-04-30,1,1,WEST BENGAL,EAST,122
2019-05-01,1,1,WEST BENGAL,EAST,119
2019-05-02,1,1,WEST BENGAL,EAST,157
2019-05-03,1,1,WEST BENGAL,EAST,64
2019-05-04,1,1,WEST BENGAL,EAST,138
2019-05-05,1,1,WEST BENGAL,EAST,124
2019-05-06,1,1,WEST BENGAL,EAST,114
2019-05-07,1,1,WEST BENGAL,EAST,198
2019-05-08,1,1,WEST BENGAL,EAST,177
2019-05-09,1,1,WEST BENGAL,EAST,152
2019-05-10,1,1,WEST BENGAL,EAST,167
2019-05-11,1,1,WEST BENGAL,EAST,164
2019-05-12,1,1,WEST BENGAL,EAST,136
2019-05-13,1,1,WEST BENGAL,EAST,192
2019-05-14,1,1,WEST BENGAL,EAST,178
2019-05-15,1,1,WEST BENGAL,EAST,184
2019-05-16,1,1,WEST BENGAL,EAST,149
2019-05-17,1,1,WEST BENGAL,EAST,152
2019-05-18,1,1,WEST BENGAL,EAST,126
2019-05-19,1,1,WEST BENGAL,EAST,96
2019-05-20,1,1,WEST BENGAL,EAST,232
2019-05-21,1,1,WEST BENGAL,EAST,176
2019-05-22,1,1,WEST BENGAL,EAST,207
2019-05-23,1,1,WEST BENGAL,EAST,121
2019-05-24,1,1,WEST BENGAL,EAST,206
2019-05-25,1,1,WEST BENGAL,EAST,147
2019-05-26,1,1,WEST BENGAL,EAST,183
2019-05-27,1,1,WEST BENGAL,EAST,232
2019-05-28,1,1,WEST BENGAL,EAST,219
2019-05-29,1,1,WEST BENGAL,EAST,258
2019-05-30,1,1,WEST BENGAL,EAST,219
2019-05-31,1,1,WEST BENGAL,EAST,234
2019-06-01,1,1,WEST BENGAL,EAST,275
2019-06-02,1,1,WEST BENGAL,EAST,288
2019-06-03,1,1,WEST BENGAL,EAST,416
2019-06-04,1,1,WEST BENGAL,EAST,559
2019-06-05,1,1,WEST BENGAL,EAST,202
2019-06-06,1,1,WEST BENGAL,EAST,184
2019-06-07,1,1,WEST BENGAL,EAST,222
2019-06-08,1,1,WEST BENGAL,EAST,151
2019-06-09,1,1,WEST BENGAL,EAST,138
2019-06-10,1,1,WEST BENGAL,EAST,189
2019-06-11,1,1,WEST BENGAL,EAST,205
2019-06-12,1,1,WEST BENGAL,EAST,187
2019-06-13,1,1,WEST BENGAL,EAST,149
2019-06-14,1,1,WEST BENGAL,EAST,177
2019-06-15,1,1,WEST BENGAL,EAST,166
2019-06-16,1,1,WEST BENGAL,EAST,111
2019-06-17,1,1,WEST BENGAL,EAST,200
2019-06-18,1,1,WEST BENGAL,EAST,152
2019-06-19,1,1,WEST BENGAL,EAST,188
2019-06-20,1,1,WEST BENGAL,EAST,151
2019-06-21,1,1,WEST BENGAL,EAST,168
2019-06-22,1,1,WEST BENGAL,EAST,143
2019-06-23,1,1,WEST BENGAL,EAST,157
2019-06-24,1,1,WEST BENGAL,EAST,170
2019-06-25,1,1,WEST BENGAL,EAST,160
2019-06-26,1,1,WEST BENGAL,EAST,188
2019-06-27,1,1,WEST BENGAL,EAST,140
2019-06-28,1,1,WEST BENGAL,EAST,158
2019-06-29,1,1,WEST BENGAL,EAST,137
2019-06-30,1,1,WEST BENGAL,EAST,125
2019-07-01,1,1,WEST BENGAL,EAST,169
2019-07-02,1,1,WEST BENGAL,EAST,139
2019-07-03,1,1,WEST BENGAL,EAST,165
2019-07-04,1,1,WEST BENGAL,EAST,169
2019-07-05,1,1,WEST BENGAL,EAST,0
2017-04-01,1,3,DELHI,NORTH,58
2017-04-03,1,3,DELHI,NORTH,13
2017-04-04,1,3,DELHI,NORTH,6
2017-04-05,1,3,DELHI,NORTH,74
2017-04-07,1,3,DELHI,NORTH,74
2017-04-12,1,3,DELHI,NORTH,57
2017-04-13,1,3,DELHI,NORTH,56
2017-04-14,1,3,DELHI,NORTH,74
2017-04-15,1,3,DELHI,NORTH,17
2017-04-16,1,3,DELHI,NORTH,84
2017-04-17,1,3,DELHI,NORTH,61
2017-04-18,1,3,DELHI,NORTH,48
2017-04-19,1,3,DELHI,NORTH,63
2017-04-20,1,3,DELHI,NORTH,69
2017-04-21,1,3,DELHI,NORTH,71
2017-04-22,1,3,DELHI,NORTH,7
2017-04-23,1,3,DELHI,NORTH,40
2017-04-24,1,3,DELHI,NORTH,77
2017-04-25,1,3,DELHI,NORTH,60
2017-04-26,1,3,DELHI,NORTH,58
2017-04-27,1,3,DELHI,NORTH,45
2017-04-28,1,3,DELHI,NORTH,84
2017-04-29,1,3,DELHI,NORTH,15
2017-04-30,1,3,DELHI,NORTH,402
2017-05-01,1,3,DELHI,NORTH,39
2017-05-02,1,3,DELHI,NORTH,25
2017-05-03,1,3,DELHI,NORTH,16
2017-05-04,1,3,DELHI,NORTH,45
2017-05-05,1,3,DELHI,NORTH,96
2017-05-07,1,3,DELHI,NORTH,15
2017-05-08,1,3,DELHI,NORTH,0
2017-05-09,1,3,DELHI,NORTH,2
2017-05-10,1,3,DELHI,NORTH,88
2017-05-11,1,3,DELHI,NORTH,55
2017-05-12,1,3,DELHI,NORTH,69
2017-05-13,1,3,DELHI,NORTH,8
2017-05-14,1,3,DELHI,NORTH,70
2017-05-15,1,3,DELHI,NORTH,73
2017-05-16,1,3,DELHI,NORTH,49
2017-05-17,1,3,DELHI,NORTH,66
2017-05-18,1,3,DELHI,NORTH,82
2017-05-19,1,3,DELHI,NORTH,66
2017-05-20,1,3,DELHI,NORTH,18
2017-05-21,1,3,DELHI,NORTH,109
2017-05-22,1,3,DELHI,NORTH,74
2017-05-23,1,3,DELHI,NORTH,58
2017-05-24,1,3,DELHI,NORTH,63
2017-05-25,1,3,DELHI,NORTH,55
2017-05-26,1,3,DELHI,NORTH,69
2017-05-27,1,3,DELHI,NORTH,27
2017-05-28,1,3,DELHI,NORTH,105
2017-05-29,1,3,DELHI,NORTH,92
2017-05-30,1,3,DELHI,NORTH,71
2017-05-31,1,3,DELHI,NORTH,368
2017-06-01,1,3,DELHI,NORTH,0
2017-06-02,1,3,DELHI,NORTH,25
2017-06-03,1,3,DELHI,NORTH,24
2017-06-04,1,3,DELHI,NORTH,17
2017-06-05,1,3,DELHI,NORTH,65
2017-06-06,1,3,DELHI,NORTH,9
2017-06-07,1,3,DELHI,NORTH,71
2017-06-08,1,3,DELHI,NORTH,54
2017-06-09,1,3,DELHI,NORTH,103
2017-06-10,1,3,DELHI,NORTH,8
2017-06-11,1,3,DELHI,NORTH,137
2017-06-12,1,3,DELHI,NORTH,87
2017-06-13,1,3,DELHI,NORTH,75
2017-06-14,1,3,DELHI,NORTH,83
2017-06-15,1,3,DELHI,NORTH,90
2017-06-16,1,3,DELHI,NORTH,92
2017-06-17,1,3,DELHI,NORTH,29
2017-06-18,1,3,DELHI,NORTH,139
2017-06-19,1,3,DELHI,NORTH,96
2017-06-20,1,3,DELHI,NORTH,73
2017-06-21,1,3,DELHI,NORTH,81
2017-06-22,1,3,DELHI,NORTH,97
2017-06-23,1,3,DELHI,NORTH,87
2017-06-24,1,3,DELHI,NORTH,35
2017-06-25,1,3,DELHI,NORTH,144
2017-06-26,1,3,DELHI,NORTH,87
2017-06-27,1,3,DELHI,NORTH,66
2017-06-28,1,3,DELHI,NORTH,102
2017-06-29,1,3,DELHI,NORTH,109
2017-06-30,1,3,DELHI,NORTH,601
2017-07-01,1,3,DELHI,NORTH,117
2017-07-02,1,3,DELHI,NORTH,0
2017-07-05,1,3,DELHI,NORTH,34
2017-07-06,1,3,DELHI,NORTH,22
2017-07-07,1,3,DELHI,NORTH,138
2017-07-10,1,3,DELHI,NORTH,96
2017-07-11,1,3,DELHI,NORTH,76
2017-07-12,1,3,DELHI,NORTH,101
2017-07-13,1,3,DELHI,NORTH,95
2017-07-14,1,3,DELHI,NORTH,91
2017-07-15,1,3,DELHI,NORTH,9
2017-07-16,1,3,DELHI,NORTH,149
2017-07-17,1,3,DELHI,NORTH,131
2017-07-18,1,3,DELHI,NORTH,82
2017-07-19,1,3,DELHI,NORTH,79
2017-07-20,1,3,DELHI,NORTH,84
2017-07-21,1,3,DELHI,NORTH,112
2017-07-22,1,3,DELHI,NORTH,32
2017-07-23,1,3,DELHI,NORTH,124
2017-07-24,1,3,DELHI,NORTH,84
2017-07-25,1,3,DELHI,NORTH,71
2017-07-26,1,3,DELHI,NORTH,91
2017-07-27,1,3,DELHI,NORTH,57
2017-07-28,1,3,DELHI,NORTH,79
2017-07-29,1,3,DELHI,NORTH,30
2017-07-30,1,3,DELHI,NORTH,169
2017-07-31,1,3,DELHI,NORTH,560
2017-08-01,1,3,DELHI,NORTH,136
2017-08-03,1,3,DELHI,NORTH,0
2017-08-04,1,3,DELHI,NORTH,0
2017-08-05,1,3,DELHI,NORTH,0
2017-08-06,1,3,DELHI,NORTH,0
2017-08-07,1,3,DELHI,NORTH,77
2017-08-08,1,3,DELHI,NORTH,83
2017-08-09,1,3,DELHI,NORTH,94
2017-08-10,1,3,DELHI,NORTH,97
2017-08-11,1,3,DELHI,NORTH,86
2017-08-12,1,3,DELHI,NORTH,33
2017-08-13,1,3,DELHI,NORTH,156
2017-08-14,1,3,DELHI,NORTH,150
2017-08-15,1,3,DELHI,NORTH,27
2017-08-16,1,3,DELHI,NORTH,116
2017-08-17,1,3,DELHI,NORTH,97
2017-08-18,1,3,DELHI,NORTH,115
2017-08-19,1,3,DELHI,NORTH,44
2017-08-20,1,3,DELHI,NORTH,188
2017-08-21,1,3,DELHI,NORTH,123
2017-08-22,1,3,DELHI,NORTH,90
2017-08-23,1,3,DELHI,NORTH,111
2017-08-24,1,3,DELHI,NORTH,107
2017-08-25,1,3,DELHI,NORTH,137
2017-08-26,1,3,DELHI,NORTH,40
2017-08-27,1,3,DELHI,NORTH,160
2017-08-28,1,3,DELHI,NORTH,126
2017-08-29,1,3,DELHI,NORTH,102
2017-08-30,1,3,DELHI,NORTH,94
2017-08-31,1,3,DELHI,NORTH,781
2017-09-04,1,3,DELHI,NORTH,0
2017-09-05,1,3,DELHI,NORTH,23
2017-09-07,1,3,DELHI,NORTH,22
2017-09-08,1,3,DELHI,NORTH,68
2017-09-09,1,3,DELHI,NORTH,10
2017-09-10,1,3,DELHI,NORTH,83
2017-09-11,1,3,DELHI,NORTH,69
2017-09-12,1,3,DELHI,NORTH,61
2017-09-13,1,3,DELHI,NORTH,87
2017-09-14,1,3,DELHI,NORTH,50
2017-09-15,1,3,DELHI,NORTH,70
2017-09-16,1,3,DELHI,NORTH,34
2017-09-17,1,3,DELHI,NORTH,116
2017-09-18,1,3,DELHI,NORTH,83
2017-09-19,1,3,DELHI,NORTH,74
2017-09-20,1,3,DELHI,NORTH,141
2017-09-21,1,3,DELHI,NORTH,265
2017-09-22,1,3,DELHI,NORTH,167
2017-09-23,1,3,DELHI,NORTH,87
2017-09-24,1,3,DELHI,NORTH,255
2017-09-25,1,3,DELHI,NORTH,215
2017-09-26,1,3,DELHI,NORTH,159
2017-09-27,1,3,DELHI,NORTH,183
2017-09-28,1,3,DELHI,NORTH,203
2017-09-29,1,3,DELHI,NORTH,188
2017-09-30,1,3,DELHI,NORTH,1108
2017-10-01,1,3,DELHI,NORTH,54
2017-10-02,1,3,DELHI,NORTH,14
2017-10-03,1,3,DELHI,NORTH,6
2017-10-04,1,3,DELHI,NORTH,13
2017-10-05,1,3,DELHI,NORTH,16
2017-10-06,1,3,DELHI,NORTH,19
2017-10-07,1,3,DELHI,NORTH,13
2017-10-08,1,3,DELHI,NORTH,46
2017-10-09,1,3,DELHI,NORTH,76
2017-10-10,1,3,DELHI,NORTH,94
2017-10-11,1,3,DELHI,NORTH,200
2017-10-12,1,3,DELHI,NORTH,236
2017-10-13,1,3,DELHI,NORTH,305
2017-10-14,1,3,DELHI,NORTH,258
2017-10-15,1,3,DELHI,NORTH,520
2017-10-16,1,3,DELHI,NORTH,526
2017-10-17,1,3,DELHI,NORTH,706
2017-10-18,1,3,DELHI,NORTH,417
2017-10-19,1,3,DELHI,NORTH,324
2017-10-20,1,3,DELHI,NORTH,48
2017-10-21,1,3,DELHI,NORTH,63
2017-10-22,1,3,DELHI,NORTH,200
2017-10-23,1,3,DELHI,NORTH,147
2017-10-24,1,3,DELHI,NORTH,117
2017-10-25,1,3,DELHI,NORTH,115
2017-10-26,1,3,DELHI,NORTH,87
2017-10-27,1,3,DELHI,NORTH,110
2017-10-28,1,3,DELHI,NORTH,49
2017-10-29,1,3,DELHI,NORTH,177
2017-10-30,1,3,DELHI,NORTH,120
2017-10-31,1,3,DELHI,NORTH,754
2017-11-01,1,3,DELHI,NORTH,38
2017-11-02,1,3,DELHI,NORTH,0
2017-11-03,1,3,DELHI,NORTH,0
2017-11-04,1,3,DELHI,NORTH,0
2017-11-05,1,3,DELHI,NORTH,0
2017-11-06,1,3,DELHI,NORTH,0
2017-11-07,1,3,DELHI,NORTH,11
2017-11-08,1,3,DELHI,NORTH,78
2017-11-09,1,3,DELHI,NORTH,101
2017-11-10,1,3,DELHI,NORTH,103
2017-11-11,1,3,DELHI,NORTH,39
2017-11-12,1,3,DELHI,NORTH,154
2017-11-13,1,3,DELHI,NORTH,105
2017-11-14,1,3,DELHI,NORTH,84
2017-11-15,1,3,DELHI,NORTH,91
2017-11-16,1,3,DELHI,NORTH,78
2017-11-17,1,3,DELHI,NORTH,80
2017-11-18,1,3,DELHI,NORTH,24
2017-11-19,1,3,DELHI,NORTH,228
2017-11-20,1,3,DELHI,NORTH,0
2017-11-21,1,3,DELHI,NORTH,76
2017-11-22,1,3,DELHI,NORTH,79
2017-11-23,1,3,DELHI,NORTH,92
2017-11-24,1,3,DELHI,NORTH,93
2017-11-25,1,3,DELHI,NORTH,30
2017-11-26,1,3,DELHI,NORTH,102
2017-11-27,1,3,DELHI,NORTH,89
2017-11-28,1,3,DELHI,NORTH,66
2017-11-29,1,3,DELHI,NORTH,83
2017-11-30,1,3,DELHI,NORTH,310
2017-12-01,1,3,DELHI,NORTH,0
2017-12-02,1,3,DELHI,NORTH,0
2017-12-03,1,3,DELHI,NORTH,9
2017-12-04,1,3,DELHI,NORTH,64
2017-12-05,1,3,DELHI,NORTH,65
2017-12-06,1,3,DELHI,NORTH,85
2017-12-07,1,3,DELHI,NORTH,79
2017-12-08,1,3,DELHI,NORTH,76
2017-12-09,1,3,DELHI,NORTH,37
2017-12-10,1,3,DELHI,NORTH,125
2017-12-11,1,3,DELHI,NORTH,101
2017-12-12,1,3,DELHI,NORTH,75
2017-12-13,1,3,DELHI,NORTH,84
2017-12-14,1,3,DELHI,NORTH,113
2017-12-15,1,3,DELHI,NORTH,121
2017-12-16,1,3,DELHI,NORTH,42
2017-12-17,1,3,DELHI,NORTH,126
2017-12-18,1,3,DELHI,NORTH,90
2017-12-19,1,3,DELHI,NORTH,76
2017-12-20,1,3,DELHI,NORTH,84
2017-12-21,1,3,DELHI,NORTH,80
2017-12-22,1,3,DELHI,NORTH,93
2017-12-23,1,3,DELHI,NORTH,39
2017-12-24,1,3,DELHI,NORTH,114
2017-12-25,1,3,DELHI,NORTH,112
2017-12-26,1,3,DELHI,NORTH,77
2017-12-27,1,3,DELHI,NORTH,107
2017-12-28,1,3,DELHI,NORTH,113
2017-12-29,1,3,DELHI,NORTH,136
2017-12-30,1,3,DELHI,NORTH,75
2017-12-31,1,3,DELHI,NORTH,1035
2018-01-01,1,3,DELHI,NORTH,25
2018-01-02,1,3,DELHI,NORTH,0
2018-01-03,1,3,DELHI,NORTH,0
2018-01-04,1,3,DELHI,NORTH,0
2018-01-05,1,3,DELHI,NORTH,178
2018-01-06,1,3,DELHI,NORTH,69
2018-01-08,1,3,DELHI,NORTH,0
2018-01-09,1,3,DELHI,NORTH,96
2018-01-10,1,3,DELHI,NORTH,114
2018-01-11,1,3,DELHI,NORTH,111
2018-01-12,1,3,DELHI,NORTH,121
2018-01-13,1,3,DELHI,NORTH,52
2018-01-14,1,3,DELHI,NORTH,213
2018-01-15,1,3,DELHI,NORTH,130
2018-01-16,1,3,DELHI,NORTH,109
2018-01-17,1,3,DELHI,NORTH,111
2018-01-18,1,3,DELHI,NORTH,113
2018-01-19,1,3,DELHI,NORTH,114
2018-01-20,1,3,DELHI,NORTH,38
2018-01-21,1,3,DELHI,NORTH,186
2018-01-22,1,3,DELHI,NORTH,159
2018-01-23,1,3,DELHI,NORTH,73
2018-01-24,1,3,DELHI,NORTH,111
2018-01-25,1,3,DELHI,NORTH,94
2018-01-26,1,3,DELHI,NORTH,9
2018-01-27,1,3,DELHI,NORTH,29
2018-01-28,1,3,DELHI,NORTH,155
2018-01-29,1,3,DELHI,NORTH,123
2018-01-30,1,3,DELHI,NORTH,101
2018-01-31,1,3,DELHI,NORTH,471
2018-02-01,1,3,DELHI,NORTH,86
2018-02-02,1,3,DELHI,NORTH,0
2018-02-03,1,3,DELHI,NORTH,0
2018-02-05,1,3,DELHI,NORTH,140
2018-02-06,1,3,DELHI,NORTH,79
2018-02-07,1,3,DELHI,NORTH,92
2018-02-08,1,3,DELHI,NORTH,100
2018-02-09,1,3,DELHI,NORTH,119
2018-02-10,1,3,DELHI,NORTH,40
2018-02-11,1,3,DELHI,NORTH,181
2018-02-12,1,3,DELHI,NORTH,134
2018-02-13,1,3,DELHI,NORTH,127
2018-02-14,1,3,DELHI,NORTH,171
